npi,name,billing_state,provider_type,entity_type,medicare_paid_2023,medicare_allowed_2023,services_2023,beneficiaries_2023,nppes_lookup_url
1093720674,Murray Kevin,VA,Internal Medicine,I,15596.23,20661.03,210,73,https://npiregistry.cms.hhs.gov/provider-view/1093720674
1285395210,"Virginia Cvs Pharmacy, L.L.C.",VA,Mass Immunizer Roster Biller,O,14586.35,14586.35,335,82,https://npiregistry.cms.hhs.gov/provider-view/1285395210
1609494178,Virginia Cvs Pharmacy Llc,VA,Mass Immunizer Roster Biller,O,13957.52,13957.52,198,71,https://npiregistry.cms.hhs.gov/provider-view/1609494178
1376996967,Jeong Paul,VA,Hospitalist,I,13906.82,17809.23,152,99,https://npiregistry.cms.hhs.gov/provider-view/1376996967
1598768772,Hurt George,VA,Neurosurgery,I,12810.45,16025.44,130,63,https://npiregistry.cms.hhs.gov/provider-view/1598768772
1992714315,Julius Demetrios,VA,Psychiatry,I,12522.52,17921.32,101,70,https://npiregistry.cms.hhs.gov/provider-view/1992714315
1912372509,Chang Han-Ding,VA,Certified Registered Nurse Anesthetist (CRNA),I,12013.49,15078.11,62,62,https://npiregistry.cms.hhs.gov/provider-view/1912372509
1689126294,Ndagire Joyce,VA,Nurse Practitioner,I,11955.14,14266.85,234,119,https://npiregistry.cms.hhs.gov/provider-view/1689126294
1437220217,Alemayehu Dereje,VA,Internal Medicine,I,11817.37,15057.3,174,23,https://npiregistry.cms.hhs.gov/provider-view/1437220217
1841768801,Lockhart Emily,VA,Certified Registered Nurse Anesthetist (CRNA),I,11611.91,14759.13,111,108,https://npiregistry.cms.hhs.gov/provider-view/1841768801
1740226588,Watson Mark,VA,Physician Assistant,I,10559.64,13752.25,114,45,https://npiregistry.cms.hhs.gov/provider-view/1740226588
1770594921,Conley Joseph,VA,"Psychologist, Clinical",I,10113.6,13169.54,130,19,https://npiregistry.cms.hhs.gov/provider-view/1770594921
